Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,director_id,writer_id
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1175724,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3651642,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1296554,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0605186,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1488800,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1883583,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1802294,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0922115,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0750121,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1443023,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1306443,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0774143,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0871188,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3464186,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3094978,nm1306443
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1543846,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0079374,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1732946,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1104993,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm2639032,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1729104,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0305563,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0945369,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1164755,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1664036,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1417392,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm4416364,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1175724,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3651642,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1296554,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0605186,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1488800,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1883583,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1802294,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0922115,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0750121,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1443023,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1306443,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0774143,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0871188,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3464186,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3094978,nm1104993
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1543846,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0079374,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1732946,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1104993,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm2639032,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1729104,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0305563,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0945369,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1164755,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1664036,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1417392,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm4416364,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1175724,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3651642,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1296554,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0605186,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1488800,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1883583,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1802294,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0922115,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0750121,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1443023,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1306443,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0774143,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0871188,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3464186,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3094978,nm0305563
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1543846,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0079374,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1732946,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1104993,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm2639032,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1729104,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0305563,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0945369,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1164755,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1664036,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1417392,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm4416364,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1175724,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3651642,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1296554,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0605186,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1488800,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1883583,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1802294,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0922115,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0750121,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1443023,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1306443,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0774143,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0871188,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3464186,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3094978,nm1443023
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1543846,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0079374,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1732946,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1104993,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm2639032,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1729104,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0305563,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0945369,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1164755,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1664036,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1417392,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm4416364,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1175724,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3651642,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1296554,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0605186,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1488800,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1883583,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1802294,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0922115,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0750121,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1443023,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1306443,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0774143,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0871188,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3464186,nm0863807
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3094978,nm0863807
7331,tt2125666,Thé Qúéén ớf Vérsáillés,The Queen of Versailles,\N,2012,103,12984.0,True,nm1132362,\N
7360,tt2176690,Thé Sméll ớf Ús,,2014,\N,92,1597.0,False,nm0164187,nm0164187
7396,tt2194599,Kokowääh 2,,2013,\N,122,3961.0,False,nm0001709,nm0001709
7396,tt2194599,Kokowääh 2,,2013,\N,122,3961.0,False,nm0478194,nm0001709
7398,tt2194826,The Barber,,\N,2014,95,2537.0,False,nm3101882,nm0258098
7399,tt2201221,Some Girl(S),,2013,\N,90,3628.0,False,nm0902939,nm0001438
7414,tt2213054,Kai Po Che,,2013,\N,130,35709.0,True,nm0438461,nm3306073
7428,tt2226519,Plush,,2013,\N,99,3877.0,False,nm0362566,nm0625158
7431,tt2229848,Chashme Baddoor,,2013,\N,121,,False,nm0223522,nm2260872
7461,tt2265171,Thé Ráid 2,Serbuan maut 2: Berandal,2014,\N,150,119500.0,True,nm2153088,nm2153088
7462,tt2265179,Blood Brother,Blood Brother,\N,2013,92,1637.0,True,nm4240055,nm4151673
7467,tt2268016,Magic Mike XXL,,2015,\N,115,54584.0,False,nm0414423,nm1730221
7479,tt2282829,Kac Wawa,Kac Wawa,2012,\N,97,1037.0,False,nm0440317,nm3623864
7481,tt2283748,OMG: Oh My God!,OMG: Oh My God!,2012,\N,125,55900.0,True,nm1084488,nm1084488
7486,tt2292959,The Canyons,The Canyons,2013,\N,99,11234.0,False,nm0001707,nm0254735
7487,tt2293750,Scorned,,2013,\N,86,2279.0,False,nm0428751,nm2048731
7507,tt2310332,The Hobbit: The Battle of the Five Armies,,2014,\N,144,499924.0,True,nm0001392,nm0866058
7551,tt2358456,I Am Big Bird: The Caroll Spinney Story,,2014,\N,86,,True,nm2955744,nm2955744
7551,tt2358456,I Am Big Bird: The Caroll Spinney Story,,2014,\N,86,,True,nm2953361,nm2955744
7565,tt2366806,The Day of the Living Dead,,2014,\N,90,1812.0,False,nm0994275,nm0994275
7581,tt2375605,The Act of Killing,The Act of Killing,2012,\N,117,,True,nm1484791,\N
7581,tt2375605,The Act of Killing,The Act of Killing,2012,\N,117,,True,nm2964327,\N
7581,tt2375605,The Act of Killing,The Act of Killing,2012,\N,117,,True,nm5256112,\N
7603,tt2395469,Gúlly Bớy,Gully Boy,2019,\N,154,36421.0,True,nm0015295,nm1238337
7617,tt2401878,Anomalisa,Anomalisa,2015,\N,90,70001.0,True,nm2122478,nm0442109
7617,tt2401878,Anomalisa,Anomalisa,2015,\N,90,70001.0,True,nm0442109,nm0442109
7620,tt2403558,Catch Hell,,2014,\N,98,2885.0,False,nm0000202,nm5280688
7630,tt2414196,Thé Máid,The Maid,2014,\N,99,1625.0,False,nm5222960,nm5222960
7634,tt2417154,Filmage: The Story of Descendents/All,Filmage: The Story of Descendents/All,2013,\N,90,1125.0,True,nm1339313,nm5292611
7634,tt2417154,Filmage: The Story of Descendents/All,Filmage: The Story of Descendents/All,2013,\N,90,1125.0,True,nm5292611,nm5292611
7647,tt2438644,Department Q: The Keeper of Lost Causes,,2013,\N,96,28755.0,True,nm1031708,nm1064048
7649,tt2440354,Naayak,,2013,\N,153,3043.0,False,nm1352172,nm1352172
7656,tt2452244,Isn't It Romantic,,2019,\N,89,67103.0,False,nm0833889,nm4199289
7667,tt2473510,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,2015,\N,88,26941.0,False,nm0687427,nm2305431
7679,tt2497980,The Lookalike,The Lookalike,2014,\N,100,3759.0,False,nm3413681,nm3414193
7704,tt2544074,Identicals,Brand New-U,2015,\N,100,4368.0,False,nm0700554,nm0700554
7712,tt2558318,The Last Survivors,,2014,\N,95,3601.0,False,nm1729978,nm1729978
7750,tt2624412,Boulevard,,2014,\N,88,8394.0,False,nm1996918,nm0812113
7767,tt2675978,Dedh Ishqiya,Dedh Ishqiya,2014,\N,152,7119.0,True,nm1322477,nm2929815
7775,tt2712154,Backstreet Boys: Show 'Em What You're Made Of,Backstreet Boys: Show 'Em What You're Made Of,2015,\N,101,1512.0,True,nm0452772,\N
7776,tt2713180,Fury,Fury,2014,\N,134,456896.0,True,nm0043742,nm0043742
7785,tt2723176,Hide & Seek,,\N,2014,82,1062.0,False,nm4246726,nm4246726
7795,tt2752758,Devil's Due,Devil's Due,2014,\N,89,16506.0,False,nm2366012,nm2303288
7795,tt2752758,Devil's Due,Devil's Due,2014,\N,89,16506.0,False,nm2419470,nm2303288
7811,tt2800038,Atlas Shrugged: Who Is John Galt?,,2014,\N,99,3387.0,False,nm2690726,nm0709446
7812,tt2802144,Kingsman: The Secret Service,,2014,\N,129,624132.0,True,nm0891216,nm1733301
7844,tt2885364,Willow Creek,,2013,\N,80,11191.0,False,nm0001281,nm0001281
7874,tt2938416,All This Mayhem,All This Mayhem,2014,\N,104,3294.0,True,nm1864696,\N
7897,tt2990126,100 Streets,,2016,\N,93,3996.0,False,nm1317262,nm3179488
7903,tt3003668,Unbeatable,,2013,\N,122,2796.0,True,nm0482592,nm1210422
7905,tt3010660,Strớmbérg - Dér Film,Stromberg - Der Film,2014,\N,123,7599.0,True,nm0270990,nm0403915
7906,tt3013018,Eat,Eat,2014,\N,92,1703.0,False,nm3416663,nm3416663
7915,tt3033948,Echoes,Echoes,2014,\N,93,1502.0,False,nm2932261,nm2932261
7917,tt3036548,Reminiscence: The Beginning,,2014,\N,100,2328.0,False,nm5784186,nm5784186
7918,tt3036740,Humshakals,Humshakals,2014,\N,159,8088.0,False,nm1349318,nm1872089
7920,tt3038708,Iron Sky: The Coming Race,,2019,\N,93,,False,nm1993322,nm1994659
7921,tt3039472,Return to Return to Nuke 'Em High Aka Vol. 2,,2017,\N,85,2048.0,False,nm0442207,nm0757217
7981,tt3152592,Scoob!,Scoob!,\N,2020,93,,False,nm0148999,nm0053484
7993,tt3181822,The Boy Next Door,,2015,\N,91,40884.0,False,nm0003418,nm3204152
7998,tt3185772,The Wolf and the Goat,,2013,\N,141,2631.0,True,nm4199426,nm4199426
8038,tt3274484,Ékskúrsánté,Ekskursante,2013,\N,110,,True,nm0433347,nm0605828
8039,tt3275216,Manson Family Vacation,Manson Family Vacation,2015,\N,84,2920.0,False,nm0204720,nm0204720
8042,tt3281548,Little Women,,2019,\N,135,174162.0,True,nm1950086,nm0017301
8048,tt3295734,Colossal Youth,,2018,\N,98,2690.0,True,nm3279125,nm1883831
8050,tt3297792,Survivor,Survivor,2014,\N,93,2072.0,False,nm1439346,nm1439346
8054,tt3311020,Be Afraid,,2017,\N,99,2059.0,False,nm0300171,nm2116824
8057,tt3315342,Logan,Logan,2017,\N,137,,True,nm0003506,nm4022192
8070,tt3343136,Sleeping Beauty,Sleeping Beauty,2014,\N,89,1904.0,False,nm0000680,nm0000680
8093,tt3398436,German Angst,,2015,\N,112,1747.0,False,nm0125367,nm1098492
8093,tt3398436,German Angst,,2015,\N,112,1747.0,False,nm2353593,nm1098492
8093,tt3398436,German Angst,,2015,\N,112,1747.0,False,nm1098492,nm1098492
8131,tt3482062,Bad Roomies,,2015,\N,93,2453.0,False,nm0774116,nm1752187
8153,tt3509426,Wasp,Wasp,2015,\N,72,2228.0,False,nm5655599,nm5655599
8182,tt3551400,Únnátúrál,,\N,2015,89,2115.0,False,nm1802040,nm0138007
8184,tt3557258,Through the Needle,Caur Adatu,2014,\N,74,,True,nm6314299,\N
8188,tt3560686,Thé Fớớl,Durak,2014,\N,116,13444.0,True,nm4021775,nm4021775
8206,tt3585004,Zhớngkúi: Snớw Girl ánd thé Dárk Crystál,,2015,\N,118,1308.0,False,nm2800789,nm6663897
8206,tt3585004,Zhớngkúi: Snớw Girl ánd thé Dárk Crystál,,2015,\N,118,1308.0,False,nm0666702,nm6663897
8241,tt3679000,Ány Bớdy Cán Dáncé 2,,2015,\N,154,6120.0,False,nm1150656,nm1190754
8243,tt3680410,Last Cab to Darwin,,2015,\N,123,3620.0,True,nm0801327,nm0801327
8267,tt3719896,My All-American,,2015,\N,118,6520.0,True,nm0686233,nm1291887
8269,tt3721954,Maudie,,2016,\N,115,17680.0,True,nm0909532,nm0925456
8278,tt3734354,The Cleanse,,2016,\N,81,2594.0,False,nm1456640,nm1456640
8284,tt3741860,Awake: The Life of Yogananda,,\N,2014,87,,True,nm0223814,\N
8284,tt3741860,Awake: The Life of Yogananda,,\N,2014,87,,True,nm0498658,\N
8286,tt3743362,Éárthrisé,Earthrise,2014,\N,90,2467.0,False,nm3324272,nm3324272
8314,tt3815136,My Béáútifúl Brớkén Bráin,,2014,\N,86,2219.0,True,nm6579993,nm6579993
8314,tt3815136,My Béáútifúl Brớkén Bráin,,2014,\N,86,2219.0,True,nm6579996,nm6579993
8321,tt3823116,Little Bird's Big Adventure,A Stork's Journey,2017,\N,85,2047.0,False,nm0312881,nm2260826
8321,tt3823116,Little Bird's Big Adventure,A Stork's Journey,2017,\N,85,2047.0,False,nm2167092,nm2260826
8331,tt3848888,The Shaukeens,The Shaukeens,2014,\N,124,2986.0,False,nm0788855,nm0223606
8335,tt3854234,"The Boss, Anatomy of a Crime","El patrón, radiografía de un crimen",2014,\N,90,1967.0,True,nm0994416,nm0994416
8399,tt4024210,UNindian,UNindian,2015,\N,102,1178.0,False,nm1381615,nm1381615
8411,tt4058426,India's Daughter,India's Daughter,2015,\N,63,2076.0,True,nm0879889,nm0879889
8417,tt4063178,The Dog Lover,,2016,\N,101,1574.0,False,nm1156199,\N
8433,tt4084744,Battle for Sevastopol,Bitva za Sevastopol,\N,2015,110,,True,nm0596364,nm6218684
8454,tt4144350,Cold Ground,,2017,\N,86,4082.0,False,nm5141259,nm5141259
8482,tt4191054,Strángé Mágic,Strange Magic,2015,\N,99,10797.0,False,nm0003977,nm0000184
8495,tt4229938,"The Rich, the Pauper and the Butler",,2014,\N,102,2007.0,False,nm0017623,nm0686742
8495,tt4229938,"The Rich, the Pauper and the Butler",,2014,\N,102,2007.0,False,nm0320495,nm0686742
8495,tt4229938,"The Rich, the Pauper and the Butler",,2014,\N,102,2007.0,False,nm0316034,nm0686742
8495,tt4229938,"The Rich, the Pauper and the Butler",,2014,\N,102,2007.0,False,nm3259387,nm0686742
8497,tt4241904,The Way We Weren't,The Way We Weren't,2019,\N,93,,False,nm0371642,nm0371642
8515,tt4290746,Pisasu,,2014,\N,114,1967.0,True,nm4199426,nm9543928
8521,tt4302740,Meu Passado Me Condena 2: O Filme,Meu Passado Me Condena 2: O Filme,2015,\N,105,1010.0,False,nm2365786,nm6047221
8536,tt4329242,Love Jacked,Love Jacked,2018,\N,100,1997.0,False,nm0011949,nm6590707
8542,tt4338154,Hawaizaada,Hawaizaada,2015,\N,148,1868.0,False,nm2291548,nm2291548
8553,tt4377952,Rattle the Cage,,2015,\N,96,,True,nm4211435,nm7718357
8581,tt4442758,Temper,,2015,\N,147,6283.0,True,nm0700872,nm2056772
8589,tt4465564,Fifty Shades Darker,Fifty Shades Darker,2017,\N,118,97584.0,False,nm0001226,nm1093317
8604,tt4513074,The Emeryville Experiments,,2016,\N,83,1745.0,False,nm2147099,nm2147099
8631,tt4594836,Darc,Darc,2018,\N,97,4285.0,False,nm0621993,nm1676231
8682,tt4736550,The Great Hack,The Great Hack,2019,\N,114,,True,nm5255757,nm1310430
8682,tt4736550,The Great Hack,The Great Hack,2019,\N,114,,True,nm0636675,nm1310430
8692,tt4768656,Howard Lovecraft and the Frozen Kingdom,Howard Lovecraft and the Frozen Kingdom,2016,\N,83,2623.0,False,nm2846368,nm0522454
8696,tt4779326,Thé Wátér Mán,,2020,\N,91,,False,nm0654648,nm4928977
8706,tt4819498,Chrớniclés ớf thé Ghớstly Tribé,,2015,\N,118,1648.0,False,nm1283651,nm8701055
8708,tt4824308,God's Not Dead 2,,2016,\N,120,12242.0,False,nm1880561,nm0813301
8743,tt4909506,Gớdhi Bánná Sádháráná Mykáttú,,2016,\N,144,2936.0,True,nm9634132,nm9634132
8750,tt4923846,Christmas in the Smokies,Christmas in the Smokies,2015,\N,88,1372.0,False,nm1088868,nm1088868
8784,tt5036442,Hayat Öpücügü,Hayat Öpücügü,2015,\N,102,1228.0,False,nm3481335,nm1727457
8806,tt5085924,Wildling,Wildling,\N,2018,92,13594.0,False,nm1562688,nm2325978
8832,tt5154466,Bizans oyunlari: Geym of Bizans,,2016,\N,101,2871.0,False,nm0618084,nm0618084
8838,tt5161376,Tonight She Comes,Tonight She Comes,2016,\N,84,2044.0,False,nm3601272,nm3601272
