column0,tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label,director_id,writer_id,movie_age,log_numVotes,runtime_category
1278,tt0065416,Aradhana,1969.0,169,1808.0,True,,,56.0,7.500529485395295,very long
1393,tt0068240,Avanti!,1972.0,144,10122.0,True,,,53.0,9.222565341598752,very long
1671,tt0076312,Love Letters of a Portuguese Nun,1977.0,89,1089.0,False,,,48.0,6.993932975223189,medium
1731,tt0078326,Straight Time,1978.0,114,8440.0,True,,,47.0,9.04085606398372,long
1767,tt0079450,Thé Légácy,1978.0,102,2877.0,False,,,47.0,7.964850887447313,long
1798,tt0080439,The Taming of the Scoundrel,1980.0,107,7780.0,True,,,45.0,8.95944014361693,long
1904,tt0083254,Under the Rainbow,1981.0,98,2704.0,False,,,44.0,7.902857191280582,long
2288,tt0092608,Back to the Beach,1987.0,92,2918.0,False,,,38.0,7.978996370854115,long
2399,tt0094850,Cellar Dweller,1987.0,77,2319.0,False,,,38.0,7.749322464660356,medium
2438,tt0095756,Not of This Earth,1988.0,81,2420.0,False,,,37.0,7.791935956938058,medium
2570,tt0099492,The Tenants,1987.0,109,2244.0,True,,,38.0,7.716460800176355,long
2689,tt0103016,Switch,1991.0,103,,False,,,34.0,,long
2821,tt0107156,The Wedding Banquet,1993.0,106,14993.0,True,,,32.0,9.615405400063008,long
3074,tt0114429,Shirli-myrli,1995.0,143,,True,,,30.0,,very long
3095,tt0114996,A Chinese Odyssey: Part 2 - Cinderella,1995.0,98,6989.0,True,,,30.0,8.852235835227855,long
3299,tt0119815,Four Days in September,1997.0,110,4854.0,True,,,28.0,8.487764380725425,long
3438,tt0134614,The Girls,1962.0,98,3671.0,True,,,63.0,8.20849175174038,long
3469,tt0140448,Páthinárú Váyáthinilé,1977.0,139,1083.0,True,,,48.0,6.988413181999592,very long
3545,tt0160127,Chárlié's Ángéls,2000.0,98,183257.0,False,,,25.0,12.118650275003361,long
3617,tt0172627,Body Shots,1999.0,106,5424.0,False,,,26.0,8.59877317840866,long
3720,tt0197384,Crime + Punishment in Suburbia,2000.0,100,3342.0,False,,,25.0,8.114623886420098,long
3785,tt0214915,Mánichithrátházhú,1993.0,169,10013.0,True,,,32.0,9.211739392889891,very long
3816,tt0227194,One 2 Ka 4,2001.0,169,5013.0,False,,,24.0,8.519989278718239,very long
3930,tt0252468,Gerzek Saban,1980.0,76,2872.0,True,,,45.0,7.96311205897929,medium
4007,tt0265232,Once in a Lifetime,2000.0,108,2146.0,False,,,25.0,7.671826797878781,long
4044,tt0271210,R.S.V.P.,2002.0,100,1126.0,False,,,23.0,7.027314514039777,long
4504,tt0369702,The Sea Inside,2004.0,126,80209.0,True,,,21.0,11.29240347436097,very long
4516,tt0373051,Journey to the Center of the Earth,2008.0,93,,False,,,17.0,,long
4985,tt0456047,Bizim Áilé,1975.0,88,6463.0,True,,,50.0,8.774003600200931,medium
5105,tt0479500,Nancy Drew,2007.0,99,,False,,,18.0,,long
5123,tt0483703,"So Close, So Far",2005.0,121,2560.0,True,,,20.0,7.848153086199526,very long
5208,tt0499291,Ah Nerede,1975.0,90,4300.0,True,,,50.0,8.366602832783736,medium
5600,tt1014775,Beverly Hills Chihuahua,2008.0,91,23840.0,False,,,17.0,10.079162066608289,long
5626,tt10235600,Kaali Khuhi,2020.0,90,1164.0,False,,,5.0,7.060476365999801,medium
5669,tt1035498,Tán Linés,2005.0,96,1101.0,False,,,20.0,7.004881989712859,long
5863,tt11213600,Sardar Ka Grandson,2021.0,139,4364.0,False,,,4.0,8.381373468273702,very long
5991,tt11618350,Nemesis,2021.0,88,1049.0,False,,,4.0,6.956545443151569,medium
6264,tt12969078,Atkan Chatkan,2020.0,126,4068.0,True,,,5.0,8.31115254800169,very long
6288,tt13131186,Enemy,2021.0,159,3194.0,True,,,4.0,8.069342366811636,very long
6313,tt1326972,Réd Cliff II,2009.0,142,23821.0,True,,,16.0,10.078364802440847,very long
6527,tt1464535,Cold Prey III,2010.0,95,4079.0,False,,,15.0,8.313852267398207,long
6650,tt1549589,Éllés,2011.0,99,6890.0,False,,,14.0,8.837971491357209,long
6728,tt1601792,Áá Nálúgúrú,2004.0,141,3062.0,True,,,21.0,8.027150106832774,very long
6729,tt1601798,Allare Allari,2007.0,\N,1233.0,False,,,18.0,7.1180162044653335,
6737,tt1603362,Prasthanam,2010.0,153,,True,,,15.0,,very long
6881,tt1705120,Love.net,2011.0,109,3727.0,True,,,14.0,8.223627175805483,long
7190,tt1979283,Nisos 2: To kynigi tou hamenou thisavrou,2011.0,109,1738.0,False,,,14.0,7.461065514354283,long
7221,tt2011971,Mớnsiéúr Lázhár,2011.0,95,19996.0,True,,,14.0,9.903337541285003,long
7276,tt2077886,The Phantom of the Opera at the Royal Albert Hall,2011.0,137,8829.0,True,,,14.0,9.085910293598007,very long
7418,tt2215366,From Beneath,2012.0,82,1924.0,False,,,13.0,7.562681246721884,medium
7654,tt2450334,No Clue,2013.0,96,1199.0,False,,,12.0,7.090076835776092,long
8056,tt3313066,Coriolanus,2014.0,192,2036.0,True,,,11.0,7.619233416226805,epic
8886,tt5277030,Crazy About You,2019.0,101,1831.0,False,,,6.0,7.513163545234075,long
8924,tt5431016,Os Dez Mandamentos - O Filme,2016.0,120,1131.0,False,,,9.0,7.0317412587631285,long
9136,tt5946128,Dear Zindagi,2016.0,151,38377.0,True,,,9.0,10.555239657729688,very long
9384,tt6827430,Nináithén Vándhái,1998.0,150,1052.0,True,,,27.0,6.959398512133975,very long
9488,tt7288408,Radioflash,2019.0,103,5290.0,False,,,6.0,8.57376254290413,long
9552,tt7544820,Too Funny to Fail: The Life & Death of The Dana Carvey Show,2017.0,92,1468.0,True,,,8.0,7.292337176173877,long
9749,tt8368512,The Courier,2020.0,112,41650.0,True,,,5.0,10.637080656910605,long
9778,tt8521876,Yes Day,2021.0,86,21172.0,False,,,4.0,9.960482064055936,medium
9890,tt9138170,Limbo,2020.0,104,2355.0,True,,,5.0,7.764720544771477,long
9981,tt9741310,Slaxx,2020.0,77,2464.0,False,,,5.0,7.80994708647679,medium
367,tt0037055,The Mask of Dimitrios,1944.0,95,3530.0,True,,,81.0,8.169336395928386,long
475,tt0040843,The Street with No Name,1948.0,91,2910.0,True,,,77.0,7.976251943745623,long
645,tt0048337,A Man Called Peter,1955.0,119,1007.0,True,,,70.0,6.915723448631314,long
697,tt0049783,The Forty-First,1956.0,88,1484.0,True,,,69.0,7.3031700512368,medium
907,tt0055294,The Phantom Planet,1961.0,82,2898.0,False,,,64.0,7.972121128921655,medium
1577,tt0073691,Tarzoon: Shame of the Jungle,1975.0,85,1224.0,False,,,50.0,7.110696122978827,medium
1678,tt0076649,The Beast in Heat,1977.0,86,,False,,,48.0,,medium
2089,tt0087414,The Hit,1984.0,98,8120.0,True,,,41.0,9.002208578282412,long
2182,tt0089847,The Protector,1985.0,91,4438.0,False,,,40.0,8.398184404834035,long
2207,tt0090579,Voyeur,1986.0,100,2289.0,True,,,39.0,7.736307096548285,long
2306,tt0092929,Drowning by Numbers,1988.0,118,9937.0,True,,,37.0,9.204121072162266,long
2416,tt0095262,Mobile Suit Gundam: Char's Counterattack,1988.0,124,1573.0,True,,,37.0,7.3613754289773485,very long
2431,tt0095511,Lá léctricé,1988.0,99,1610.0,True,,,37.0,7.384610383176974,long
2521,tt0097940,Mystéry Tráin,1989.0,110,27376.0,True,,,36.0,10.217458523810828,long
2759,tt0105185,Pigs,1992.0,104,,True,,,33.0,,long
2977,tt0111190,The Silence of the Hams,1994.0,81,5520.0,False,,,31.0,8.616314282284044,medium
2988,tt0111666,Wár ớf thé Búttớns,1994.0,94,,True,,,31.0,,long
3420,tt0130444,Aimee & Jaguar,1999.0,125,6447.0,True,,,26.0,8.771525284186465,very long
3462,tt0139809,Thé Thirtéénth Flớớr,1999.0,100,70085.0,True,,,26.0,11.15747833838375,long
3584,tt0166370,Subconscious Cruelty,2000.0,92,1824.0,False,,,25.0,7.509335266016592,long
3802,tt0220506,Halloween: Resurrection,2002.0,94,41851.0,False,,,23.0,10.641894864500937,long
3830,tt0233656,Epicenter,2000.0,102,1384.0,False,,,25.0,7.233455418621439,long
4203,tt0304711,The Order,2003.0,102,17432.0,False,,,22.0,9.766120240743215,long
4606,tt0385002,Gréén Stréét Hớớligáns,2005.0,109,147163.0,True,,,20.0,11.899302890148572,long
4726,tt0408524,Bad News Bears,2005.0,113,21320.0,False,,,20.0,9.967447781495006,long
5251,tt0779982,Black Sheep,2006.0,87,40212.0,False,,,19.0,10.60194560541465,medium
5272,tt0787495,Netherbeast Incorporated,2007.0,93,1330.0,False,,,18.0,7.193685818395112,long
5289,tt0800039,Forgetting Sarah Marshall,2008.0,111,275550.0,True,,,17.0,12.52652800841022,long
5911,tt1135095,Tell Tale,2009.0,93,5052.0,False,,,16.0,8.527737405291909,long
6142,tt1238302,Scarce,2008.0,93,1014.0,False,,,17.0,6.922643891475888,long
6529,tt1467273,The First Beautiful Thing,2010.0,122,5127.0,True,,,15.0,8.542470998600505,very long
6622,tt1534084,In Gold We Trust,2010.0,100,1002.0,False,,,15.0,6.910750787961936,long
7243,tt2048726,Daruchini Dwip,2007.0,128,3045.0,True,,,18.0,8.021584533455107,very long
7247,tt2053463,Side Effects,2013.0,106,185523.0,True,,,12.0,12.130939532714658,long
7408,tt2210463,Battle of the Damned,2013.0,88,3904.0,False,,,12.0,8.270013062273787,medium
7815,tt2815072,Indigenous,2014.0,86,5320.0,False,,,11.0,8.579416534596369,medium
7842,tt2883512,Chéf,2014.0,114,207883.0,True,,,11.0,12.244735510807566,long
8097,tt3405714,Mythica: A Quest for Heroes,2014.0,92,,False,,,11.0,,long
8370,tt3958276,Midnight Diner,2014.0,119,2117.0,True,,,11.0,7.658227526161352,long
8468,tt4164468,Warriors of the Rainbow: Seediq Bale II,2011.0,132,,True,,,14.0,,very long
8527,tt4314716,Darkness Rising,2017.0,81,1414.0,False,,,8.0,7.254884810077338,medium
8554,tt4381236,Thé Gréásy Stránglér,2016.0,93,7267.0,False,,,9.0,8.891236429516061,long
8643,tt4624768,Evil Nature,2018.0,\N,3239.0,True,,,7.0,8.083328608786376,
9337,tt6615648,Manu,2018.0,180,1060.0,True,,,7.0,6.966967138613983,very long
44,tt0016847,Faust,1926.0,107,14809.0,True,,,99.0,9.603057907261844,long
472,tt0040725,The Red Shoes,1948.0,135,33425.0,True,,,77.0,10.41708931924887,very long
618,tt0047278,The Night My Number Came Up,1955.0,94,,True,,,70.0,,long
863,tt0054240,Ớrgy ớf thé Déád,1965.0,92,2914.0,False,,,60.0,7.977625098784593,long
995,tt0057591,Crooks in Clover,1963.0,105,5747.0,True,,,62.0,8.656607247198915,long
1390,tt0068182,"Aguirre, the Wrath of God",1972.0,95,55339.0,True,,,53.0,10.921251253340916,long
1725,tt0078084,The Adventures of Picasso,1978.0,115,3535.0,True,,,47.0,8.170751423757535,long
1755,tt0079010,Christ Stopped at Eboli,1979.0,150,2345.0,True,,,46.0,7.76046702921342,very long
1941,tt0084352,Monty Python Live at the Hollywood Bowl,1982.0,77,15069.0,True,,,43.0,9.620461291620542,medium
2006,tt0085627,I guerrieri dell'anno 2072,1984.0,94,1344.0,False,,,41.0,7.20414929203594,long
2229,tt0091167,Hánnáh ánd Hér Sistérs,1986.0,107,,True,,,39.0,,long
2324,tt0093207,Wings ớf Hớnnéámisé,1987.0,121,5141.0,True,,,38.0,8.545197387825835,very long
3200,tt0117571,Scream,1996.0,111,313116.0,True,,,29.0,12.654332201592691,long
3451,tt0138074,Santa and the Ice Cream Bunny,1972.0,96,1431.0,False,,,53.0,7.266827347520591,long
3520,tt0154443,8 ½ Women,1999.0,118,3961.0,False,,,26.0,8.284504227258497,long
3548,tt0160484,Lost Souls,2000.0,97,10838.0,False,,,25.0,9.29090601981575,long
3696,tt0190374,Dúngéớns & Drágớns,2000.0,107,33009.0,False,,,25.0,10.40456582484724,long
3737,tt0202055,Vanaprastham,1999.0,119,,True,,,26.0,,long
3787,tt0216625,Code Unknown,2000.0,118,13198.0,True,,,25.0,9.487896348128954,long
3799,tt0218864,Buying the Cow,2002.0,88,7058.0,False,,,23.0,8.862058677395472,medium
3857,tt0240119,Tomie,1998.0,95,1753.0,False,,,27.0,7.469654172932128,long
3896,tt0246593,Big Ánimál,2000.0,73,,True,,,25.0,,medium
3918,tt0250258,The Experiment,2001.0,120,92736.0,True,,,24.0,11.437522808921042,long
3977,tt0260332,The Day I Became a Woman,2000.0,78,1736.0,True,,,25.0,7.459914766241105,medium
3988,tt0262826,Thomas in Love,2000.0,97,1977.0,True,,,25.0,7.589841512182657,long
4141,tt0290332,The Wash,2001.0,96,7025.0,False,,,24.0,8.857372832825773,long
4191,tt0302297,Barely Legal,2003.0,90,6013.0,False,,,22.0,8.701845363548474,medium
4418,tt0354148,Vadakkunokkiyantram,1989.0,120,,True,,,36.0,,long
4655,tt0393567,The Other Side,2006.0,92,1471.0,False,,,19.0,7.294377299288821,long
5018,tt0463392,Zombie Nation,2004.0,81,8089.0,False,,,21.0,8.998384010052538,medium
5434,tt0884805,Pars: Operation Cherry,2007.0,145,1944.0,False,,,18.0,7.573017256052546,very long
5554,tt0985593,Miss Conception,2008.0,104,2763.0,False,,,17.0,7.92443418488756,long
5613,tt10199670,Libérté,2019.0,138,1025.0,False,,,6.0,6.933423025730715,very long
5647,tt10309552,12 Hour Shift,2020.0,86,3906.0,False,,,5.0,8.27052509505507,medium
5682,tt10443252,ECCO,2019.0,123,2083.0,True,,,6.0,7.642044402873258,very long
5730,tt10645682,The Jack in the Box,2019.0,87,1303.0,False,,,6.0,7.1731917424865985,medium
5787,tt10888594,Rádhé,2021.0,135,174144.0,False,,,4.0,12.067643564500559,very long
6007,tt1171701,Thé Bréáth,2009.0,128,33021.0,True,,,16.0,10.404929284991777,very long
6043,tt1186369,Lorna's Silence,2008.0,105,8715.0,True,,,17.0,9.072915696064511,long
6326,tt1334254,Maharathi,2008.0,114,1016.0,True,,,17.0,6.92461239604856,long
6719,tt1592292,Zérớ 2,2010.0,90,,True,,,15.0,,medium
7091,tt1863203,The Employer,2013.0,90,1312.0,False,,,12.0,7.180069874302796,medium
7272,tt2072933,Cớttágé Cớúntry,2013.0,91,4371.0,False,,,12.0,8.382975849296429,long
7323,tt2120057,Éxpirátiớn,2011.0,92,1986.0,False,,,14.0,7.594381242551817,long
7664,tt2467442,K2: Siren of the Himalayas,2012.0,75,1073.0,True,,,13.0,6.97914527506881,medium
7737,tt2597892,Viral,2016.0,85,8754.0,False,,,9.0,9.077380244719953,medium
7748,tt2621000,Jớlly LLB,2013.0,135,,True,,,12.0,,very long
8552,tt4375438,The Club,2015.0,98,10728.0,True,,,10.0,9.280705634636746,long
9225,tt6214722,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018.0,97,1204.0,True,,,7.0,7.094234845924755,long
9282,tt6421110,Proud Mary,2018.0,89,9647.0,False,,,7.0,9.174505918966966,medium
9329,tt6593054,Drive,2019.0,147,7374.0,False,,,6.0,8.905851181208021,very long
9479,tt7262990,Deadcon,2019.0,78,1227.0,False,,,6.0,7.113142108707088,medium
9523,tt7400974,Turned Out,2018.0,\N,2373.0,True,,,7.0,7.772331575169614,
9762,tt8404256,Snake Eyes,2021.0,121,29098.0,False,,,4.0,10.278459088307951,very long
9935,tt9382596,The Car: Road to Revenge,2019.0,89,,False,,,6.0,,medium
9968,tt9648672,Stréét Dáncér 3D,2020.0,146,,False,,,5.0,,very long
507,tt0042235,Beauty and the Devil,1950.0,96,1550.0,True,,,75.0,7.346655163176539,long
731,tt0050976,The Seventh Seal,1957.0,96,177539.0,True,,,68.0,12.08695121462231,long
929,tt0055913,Divorce Italian Style,1961.0,105,12370.0,True,,,64.0,9.423110302862831,long
1118,tt0061132,The Hawks and the Sparrows,1966.0,89,4609.0,True,,,59.0,8.435983135990694,medium
1174,tt0062228,Our Folks,1967.0,81,3450.0,True,,,58.0,8.146419323098003,medium
1254,tt0064451,A Touch of Zen,1971.0,200,5981.0,True,,,54.0,8.696510239189893,epic
1469,tt0070212,The Iceman Cometh,1973.0,239,1580.0,True,,,52.0,7.365812837209472,epic
1530,tt0072263,Ten Little Indians,1974.0,105,,False,,,51.0,,long
1745,tt0078784,A Respectable Life,1979.0,102,1140.0,True,,,46.0,7.039660349862076,long
1961,tt0084667,Shakti,1982.0,166,,True,,,43.0,,very long
2058,tt0086543,The 4th Man,1983.0,102,7596.0,True,,,42.0,8.935508711503221,long
2061,tt0086610,Xtrớ,1982.0,86,6760.0,False,,,43.0,8.818926087090677,medium
2134,tt0088757,Avenging Angel,1985.0,93,1527.0,False,,,40.0,7.331714969726466,long
2192,tt0090073,Stick,1985.0,109,2031.0,False,,,40.0,7.616775808698373,long
2277,tt0092288,The Zero Boys,1986.0,89,2396.0,False,,,39.0,7.781973234434385,medium
2442,tt0095889,Poltergeist III,1988.0,98,18156.0,False,,,37.0,9.806811440270668,long
2559,tt0099204,Cadillac Man,1990.0,97,14048.0,False,,,35.0,9.550306497851652,long
2740,tt0104761,Lotta på Bråkmakargatan,1992.0,74,1354.0,False,,,33.0,7.2115567333138015,medium
2761,tt0105287,Sex and Zen,1991.0,99,2344.0,False,,,34.0,7.76004068088038,long
2951,tt0110521,Mina Tannenbaum,1994.0,128,1029.0,True,,,31.0,6.937314081223682,very long
3171,tt0116897,Littlé Witchés,1996.0,90,,False,,,29.0,,medium
3610,tt0171356,Gun Shy,2000.0,101,7351.0,False,,,25.0,8.902727664035522,long
3745,tt0204626,The Watcher,2000.0,97,26761.0,False,,,25.0,10.194738249864933,long
3796,tt0218043,Beyond the Mat,1999.0,102,9005.0,True,,,26.0,9.105646300861517,long
3823,tt0230600,The Others,2001.0,101,353823.0,True,,,24.0,12.776554893342128,long
3957,tt0255373,Midhunam,1993.0,147,1214.0,True,,,32.0,7.102499355774649,very long
4704,tt0403933,Chasing Ghosts,2005.0,119,,False,,,20.0,,long
4763,tt0415978,Me and You and Everyone We Know,2005.0,91,36074.0,True,,,20.0,10.493355383642072,long
4886,tt0436629,Néw Yớrk Dớll,2005.0,75,1745.0,True,,,20.0,7.465082736399547,medium
4903,tt0439884,A World Without Thieves,2004.0,113,,True,,,21.0,,long
4920,tt0444505,Torrente 3: El protector,2005.0,91,5736.0,False,,,20.0,8.654691704601872,long
5043,tt0469062,Danika,2005.0,80,3662.0,False,,,20.0,8.206037762778815,medium
5189,tt0494864,Téndérnéss,2009.0,101,7824.0,False,,,16.0,8.965079015408355,long
5301,tt0805188,Marilena from P7,2006.0,48,1982.0,True,,,19.0,7.592366128519796,short
5668,tt10350626,Gunjan Saxena: The Kargil Girl,2020.0,112,33982.0,False,,,5.0,10.433615678556617,long
5928,tt11394168,Be Water,2020.0,105,1411.0,True,,,5.0,7.252762418053187,long
6038,tt1183946,The Stoneman Murders,2009.0,95,3036.0,True,,,16.0,8.01862546504575,long
6210,tt1275861,Under the Mountain,2009.0,90,,False,,,16.0,,medium
6237,tt1286159,The Year I Became a Liar,2009.0,102,1816.0,True,,,16.0,7.504942068396171,long
6852,tt1680019,Tilt,2010.0,94,3470.0,True,,,15.0,8.152198015861787,long
7239,tt2043887,Insectula!,2015.0,101,,False,,,10.0,,long
7423,tt2221648,Return to Nim's Island,2013.0,90,1777.0,False,,,12.0,7.48324441607385,medium
7649,tt2440354,Naayak,2013.0,153,3043.0,False,,,12.0,8.020927718981577,very long
8054,tt3311020,Be Afraid,2017.0,99,2059.0,False,,,8.0,7.630461261783627,long
8070,tt3343136,Sleeping Beauty,2014.0,89,1904.0,False,,,11.0,7.552237287560802,medium
8206,tt3585004,Zhớngkúi: Snớw Girl ánd thé Dárk Crystál,2015.0,118,1308.0,False,,,10.0,7.1770187659099,long
8515,tt4290746,Pisasu,2014.0,114,1967.0,True,,,11.0,7.584773077612199,long
8555,tt4382824,Ármy ớf Ớné,2016.0,92,7412.0,False,,,9.0,8.910990494656719,long
8589,tt4465564,Fifty Shades Darker,2017.0,118,97584.0,False,,,8.0,11.488479072065303,long
8682,tt4736550,The Great Hack,2019.0,114,,True,,,6.0,,long
8806,tt5085924,Wildling,2018.0,92,13594.0,False,,,7.0,9.51745735706657,long
9269,tt6354568,Camp Wedding,2019.0,97,,False,,,6.0,,long
9348,tt6667360,Carnage,2017.0,68,,True,,,8.0,,medium
9426,tt7022404,Blésséd Mádnéss,2018.0,110,,False,,,7.0,,long
9628,tt7886848,Sadak 2,2020.0,133,,False,,,5.0,,very long
9718,tt8244298,Pớslédnéé ispytánié,2018.0,135,3590.0,False,,,7.0,8.186185994226083,very long
9865,tt9021140,Homestay,2018.0,132,1373.0,True,,,7.0,7.2254814727822945,very long
9908,tt9206562,Make Us Dream,2018.0,104,2932.0,True,,,7.0,7.983781068977451,long
113,tt0023876,Cavalcade,1933.0,112,5038.0,False,,,92.0,8.524962928680598,long
164,tt0027532,Dớdswớrth,1936.0,101,8817.0,True,,,89.0,9.084550365917883,long
190,tt0028816,Easy Living,1937.0,88,3417.0,True,,,88.0,8.136810863675537,medium
248,tt0032080,Union Pacific,1939.0,135,2941.0,True,,,86.0,7.9868449011613825,very long
290,tt0033722,Hold Back the Dawn,1941.0,116,2358.0,True,,,84.0,7.765993079407675,long
383,tt0037614,The Corn Is Green,1945.0,115,2845.0,True,,,80.0,7.953669778649798,long
399,tt0038348,Beauty and the Beast,1946.0,96,25773.0,True,,,79.0,10.157121510848336,long
605,tt0046451,Touchez Pas au Grisbi,1954.0,94,7466.0,True,,,71.0,8.918248591035702,long
951,tt0056291,Knife in the Water,1962.0,94,21358.0,True,,,63.0,9.969228475498804,long
1041,tt0058863,The 317th Platoon,1965.0,100,1297.0,True,,,60.0,7.168579897264035,long
1283,tt0065489,Brancaleone at the Crusades,1970.0,116,1807.0,True,,,55.0,7.4999765409521215,long
1436,tt0069239,Season of the Witch,1972.0,130,3245.0,False,,,53.0,8.085178748074537,very long
1905,tt0083260,Bolero,1981.0,184,,True,,,44.0,,epic
1966,tt0084740,El Sur,1983.0,95,5013.0,True,,,42.0,8.519989278718239,long
2059,tt0086551,Confidentially Yours,1983.0,110,6478.0,True,,,42.0,8.776321456449958,long
2064,tt0086643,Ziggy Stardust and the Spiders from Mars,1979.0,90,2607.0,True,,,46.0,7.866338923046544,medium
2066,tt0086872,Prey,1977.0,78,1327.0,False,,,48.0,7.191429330036379,medium
2173,tt0089686,A Nightmare on Elm Street 2: Freddy's Revenge,1985.0,87,66717.0,False,,,40.0,11.108230060564154,medium
2540,tt0098327,The Seventh Continent,1989.0,104,14389.0,True,,,36.0,9.574288799881414,long
2697,tt0103186,Cows,1992.0,96,3685.0,True,,,33.0,8.212297138229768,long
2832,tt0107358,The Blue Kite,1993.0,140,2880.0,True,,,32.0,7.9658927350845286,very long
2970,tt0111003,Thé Púppét Mástérs,1994.0,109,8879.0,False,,,31.0,9.091556835986216,long
3040,tt0113552,Kiss ớf Déáth,1995.0,101,18806.0,False,,,30.0,9.841984419942078,long
3100,tt0115472,The Adventures of Pinocchio,1996.0,96,5656.0,False,,,29.0,8.640648995343156,long
3163,tt0116767,Kids Return,1996.0,107,5979.0,True,,,29.0,8.696175846944678,long
3209,tt0117797,Swallowtail Butterfly,1996.0,148,3763.0,True,,,29.0,8.23323750070527,very long
3225,tt0118147,When We Were Kings,1996.0,88,17472.0,True,,,29.0,9.768412111339039,medium
3464,tt0139872,Avvai Shanmugi,1996.0,161,2432.0,True,,,29.0,7.796880342783522,very long
3747,tt0205177,Kévin & Pérry Gớ Lárgé,2000.0,82,13113.0,False,,,25.0,9.481435640823564,medium
3965,tt0257360,About Schmidt,2002.0,125,126940.0,True,,,23.0,11.751477690566945,very long
4103,tt0283026,Swimfan,2002.0,85,19868.0,False,,,23.0,9.89691600715309,medium
4227,tt0308443,Just for Kicks,2003.0,92,1359.0,False,,,22.0,7.215239978730097,long
4323,tt0329575,Seabiscuit,2003.0,140,70966.0,True,,,22.0,11.169970259243295,very long
4357,tt0338751,The Aviator,2004.0,170,349002.0,True,,,21.0,12.762835797136157,very long
4604,tt0384642,Kicking & Screaming,2005.0,95,37457.0,False,,,20.0,10.530975584289799,long
4620,tt0386651,Mountain Patrol,2004.0,85,4987.0,True,,,21.0,8.514790306799927,medium
4724,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,116,356803.0,True,,,18.0,12.784941890387483,long
4944,tt0450188,La Vie En Rose,2007.0,140,85321.0,True,,,18.0,11.35418761347323,very long
5247,tt0774755,Offside,2006.0,103,2160.0,False,,,19.0,7.6783263565068856,long
5287,tt0796368,Talk to Me,2007.0,118,9702.0,True,,,18.0,9.1801903950253,long
5534,tt0976209,Lyubov-Morkov,2007.0,100,1200.0,False,,,18.0,7.0909098220799835,long
5612,tt10199664,Adam,2019.0,98,1190.0,True,,,6.0,7.0825485693553,long
5638,tt1028576,Secretariat,2010.0,123,27781.0,True,,,15.0,10.232143607957335,very long
5691,tt10477558,Violet Evergarden: Eternity and the Auto Memories Doll,2019.0,90,3901.0,True,,,6.0,8.269244521183056,medium
5798,tt1092019,Nothing to Lose,2008.0,88,3332.0,True,,,17.0,8.11162807830774,medium
5880,tt1128075,Love Exposure,2008.0,237,13212.0,True,,,17.0,9.488956472414216,epic
5884,tt1129428,Mum & Dad,2008.0,84,6030.0,False,,,17.0,8.704668113450987,medium
5900,tt1132449,Lay the Favorite,2012.0,94,11543.0,False,,,13.0,9.353921100453707,long
5909,tt11343416,Acrylic,2020.0,78,3550.0,False,,,5.0,8.174984532943087,medium
6125,tt1230211,Perkins' 14,2009.0,95,2236.0,False,,,16.0,7.71289096149013,long
6163,tt1247662,The Good Guy,2009.0,102,9351.0,False,,,16.0,9.143345503151904,long
6293,tt1314239,Eraser Children,2009.0,100,1711.0,False,,,16.0,7.445417556701687,long
6309,tt13249198,Raja Raja Chora,2021.0,145,1320.0,True,,,4.0,7.186144304522325,very long
6837,tt1667353,Mirror Mirror,2012.0,106,86475.0,False,,,13.0,11.367622197774356,long
6892,tt1711525,Office Christmas Party,2016.0,105,75469.0,False,,,9.0,11.231490505278915,long
7233,tt2036416,Yớú Áré thé Ápplé ớf My Éyé,2011.0,109,10068.0,True,,,14.0,9.217216675915616,long
7295,tt2088012,Punch,2011.0,110,1112.0,True,,,14.0,7.014814351275545,long
7525,tt2325518,Bénéáth,2013.0,90,,False,,,12.0,,medium
7570,tt2370140,Crossfire Hurricane,2012.0,111,2532.0,True,,,13.0,7.837159650001675,long
7896,tt2984576,Death House,2017.0,95,1528.0,False,,,8.0,7.332369205929062,long
8000,tt3187378,The Asian Connection,2016.0,90,1714.0,False,,,9.0,7.44716835960004,medium
8164,tt3522806,Mechanic: Resurrection,2016.0,98,81698.0,False,,,9.0,11.310797040871105,long
8787,tt5039054,Oopiri,2016.0,158,4838.0,True,,,9.0,8.48446336679332,very long
8926,tt5433114,Diego Maradona,2019.0,130,15803.0,True,,,6.0,9.66801835153128,very long
9116,tt5884004,David Crosby: Remember My Name,2019.0,95,1087.0,True,,,6.0,6.992096427415888,long
9559,tt7559180,99 Songs,2019.0,128,2203.0,True,,,6.0,7.698029170272805,very long
89,tt0022100,M,1931.0,117,152166.0,True,,,94.0,11.932733880927154,long
137,tt0025318,It's a Gift,1934.0,68,5252.0,True,,,91.0,8.566554620953962,medium
150,tt0026267,Thé Dáwn Ridér,1935.0,53,1147.0,False,,,90.0,7.045776576879511,short
202,tt0029658,They Won't Forget,1937.0,95,1644.0,True,,,88.0,7.405495663199472,long
216,tt0030522,Olympia Part One: Festival of the Nations,1938.0,121,4727.0,True,,,87.0,8.461257559085935,very long
363,tt0036962,It Háppénéd Tớmớrrớw,1944.0,85,2308.0,True,,,81.0,7.744569809354496,medium
